state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,price_category,state_encoded,commodity_encoded,label_encoded,district_encoded,market_encoded
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,04/03/2019,400,450,430,CHEAP,23,118,0,53,138
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,Dara,04/03/2019,1850,1900,1870,MEDIUM,23,152,2,53,138
Uttar Pradesh,Fatehpur,Bindki,Potato,Potato,04/03/2019,400,550,490,CHEAP,23,118,0,54,38
Uttar Pradesh,Fatehpur,Kishunpur,Gur(Jaggery),Other,04/03/2019,2400,2600,2500,MEDIUM,23,70,2,54,155
Uttar Pradesh,Fatehpur,Kishunpur,Paddy(Dhan)(Common),Common,04/03/2019,1600,1900,1750,MEDIUM,23,105,2,54,155
Uttar Pradesh,Fatehpur,Kishunpur,Wheat,Dara,04/03/2019,1800,2100,1950,MEDIUM,23,152,2,54,155
Uttar Pradesh,Gautam Budh Nagar,Javer,Brinjal,Other,04/03/2019,0,650,600,CHEAP,23,24,0,57,127
Uttar Pradesh,Gautam Budh Nagar,Javer,Cabbage,Cabbage,04/03/2019,0,600,500,CHEAP,23,26,0,57,127
Uttar Pradesh,Gautam Budh Nagar,Javer,Carrot,Carrot,04/03/2019,0,500,400,CHEAP,23,28,0,57,127
Uttar Pradesh,Gautam Budh Nagar,Javer,Green Chilli,Green Chilly,04/03/2019,0,1000,900,CHEAP,23,61,0,57,127
Uttar Pradesh,Gautam Budh Nagar,Javer,Potato,Potato,04/03/2019,0,600,500,CHEAP,23,118,0,57,127
Uttar Pradesh,Gautam Budh Nagar,Javer,Tomato,Other,04/03/2019,0,800,700,CHEAP,23,147,0,57,127
Uttar Pradesh,Ghaziabad,Hapur,Apple,Delicious,04/03/2019,5700,6000,5850,EXPENSIVE,23,3,1,58,111
Uttar Pradesh,Ghaziabad,Hapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6000,6150,6080,EXPENSIVE,23,6,1,58,111
Uttar Pradesh,Ghaziabad,Hapur,Banana,Medium,04/03/2019,1200,1350,1260,MEDIUM,23,9,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,5250,5450,5330,EXPENSIVE,23,15,1,58,111
Uttar Pradesh,Ghaziabad,Hapur,Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,5400,5650,5500,EXPENSIVE,23,21,1,58,111
Uttar Pradesh,Ghaziabad,Hapur,Bottle gourd,Bottle Gourd,04/03/2019,1650,2050,1800,MEDIUM,23,23,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Brinjal,Round/Long,04/03/2019,900,1050,970,CHEAP,23,24,0,58,111
Uttar Pradesh,Ghaziabad,Hapur,Cabbage,Cabbage,04/03/2019,500,650,570,CHEAP,23,26,0,58,111
Uttar Pradesh,Ghaziabad,Hapur,Green Chilli,Green Chilly,04/03/2019,2400,2650,2500,MEDIUM,23,61,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Gur(Jaggery),Red,04/03/2019,2200,2350,2260,MEDIUM,23,70,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Lemon,Lemon,04/03/2019,2700,2850,2750,MEDIUM,23,82,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Mousambi(Sweet Lime),Other,04/03/2019,2600,2750,2680,MEDIUM,23,97,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Mustard,Mustard,04/03/2019,3950,4250,4100,EXPENSIVE,23,98,1,58,111
Uttar Pradesh,Ghaziabad,Hapur,Mustard Oil,Other,04/03/2019,9150,9400,9250,EXPENSIVE,23,99,1,58,111
Uttar Pradesh,Ghaziabad,Hapur,Onion,Red,04/03/2019,700,850,760,CHEAP,23,101,0,58,111
Uttar Pradesh,Ghaziabad,Hapur,Papaya,Papaya,04/03/2019,1200,1450,1300,MEDIUM,23,106,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Potato,Desi,04/03/2019,550,700,610,CHEAP,23,118,0,58,111
Uttar Pradesh,Ghaziabad,Hapur,Raddish,Raddish,04/03/2019,250,350,280,CHEAP,23,120,0,58,111
Uttar Pradesh,Ghaziabad,Hapur,Rice,III,04/03/2019,2550,2750,2670,MEDIUM,23,123,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Sugar,Fine,04/03/2019,3300,3450,3380,MEDIUM,23,134,2,58,111
Uttar Pradesh,Ghaziabad,Hapur,Tomato,Deshi,04/03/2019,900,1050,970,CHEAP,23,147,0,58,111
Uttar Pradesh,Ghaziabad,Hapur,Wheat,Dara,04/03/2019,1900,2100,1980,MEDIUM,23,152,2,58,111
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,Dara,04/03/2019,1980,1980,1980,MEDIUM,23,152,2,67,3
Uttar Pradesh,Jalaun (Orai),Kadaura,Wheat,147 Average,04/03/2019,1750,1800,1775,MEDIUM,23,152,2,67,130
Uttar Pradesh,Jhansi,Baruwasagar,Colacasia,Colacasia,04/03/2019,2130,2365,2245,MEDIUM,23,38,2,73,30
Uttar Pradesh,Jhansi,Baruwasagar,Ginger(Green),Green Ginger,04/03/2019,3165,3345,3245,MEDIUM,23,57,2,73,30
Uttar Pradesh,Jhansi,Chirgaon,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,3500,3700,3600,MEDIUM,23,20,2,73,62
Uttar Pradesh,Jhansi,Chirgaon,Groundnut,Other,04/03/2019,3100,3200,3150,MEDIUM,23,66,2,73,62
Uttar Pradesh,Jhansi,Chirgaon,Wheat,Dara,04/03/2019,1800,1850,1825,MEDIUM,23,152,2,73,62
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Apple,Delicious,04/03/2019,6400,6600,6500,EXPENSIVE,23,3,1,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6700,6900,6800,EXPENSIVE,23,6,1,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Banana,Banana - Ripe,04/03/2019,2100,2300,2200,MEDIUM,23,9,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,4500,4650,4600,EXPENSIVE,23,15,1,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,6400,6600,6500,EXPENSIVE,23,21,1,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Brinjal,Round/Long,04/03/2019,780,850,800,CHEAP,23,24,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Cabbage,Cabbage,04/03/2019,450,480,470,CHEAP,23,26,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Cauliflower,Local,04/03/2019,450,500,480,CHEAP,23,31,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Green Chilli,Green Chilly,04/03/2019,2000,2200,2100,MEDIUM,23,61,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Gur(Jaggery),Red,04/03/2019,2300,2450,2400,MEDIUM,23,70,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Maize,Yellow,04/03/2019,1780,1810,1800,MEDIUM,23,89,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Mustard,Lohi Black,04/03/2019,3300,3450,3400,MEDIUM,23,98,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Mustard Oil,Mustard Oil,04/03/2019,8900,9090,9000,EXPENSIVE,23,99,1,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Onion,Red,04/03/2019,780,866,800,CHEAP,23,101,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Paddy(Dhan)(Common),Fine,04/03/2019,2300,2450,2400,MEDIUM,23,105,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Peas cod,Peas cod,04/03/2019,890,1090,1000,CHEAP,23,110,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Potato,Local,04/03/2019,450,500,480,CHEAP,23,118,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Rice,III,04/03/2019,2340,2540,2500,MEDIUM,23,123,2,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Tomato,Deshi,04/03/2019,760,790,780,CHEAP,23,147,0,81,59
Uttar Pradesh,Kannuj,Chhibramau(Kannuj),Wheat,Dara,04/03/2019,2000,2100,2040,MEDIUM,23,152,2,81,59
Uttar Pradesh,Kanpur,Rura,Apple,Apple,04/03/2019,5500,5800,5800,EXPENSIVE,23,3,1,83,264
Uttar Pradesh,Kanpur,Rura,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1300,1400,1400,MEDIUM,23,8,2,83,264
Uttar Pradesh,Kanpur,Rura,Banana,Banana - Ripe,04/03/2019,2200,2800,2800,MEDIUM,23,9,2,83,264
Uttar Pradesh,Kanpur,Rura,Barley (Jau),Dara,04/03/2019,1300,1400,1400,MEDIUM,23,11,2,83,264
Uttar Pradesh,Kanpur,Rura,Bottle gourd,Bottle Gourd,04/03/2019,800,900,900,CHEAP,23,23,0,83,264
Uttar Pradesh,Kanpur,Rura,Brinjal,Brinjal,04/03/2019,950,1000,1000,CHEAP,23,24,0,83,264
Uttar Pradesh,Kanpur,Rura,Cabbage,Cabbage,04/03/2019,800,900,900,CHEAP,23,26,0,83,264
Uttar Pradesh,Kanpur,Rura,Cauliflower,African Sarson,04/03/2019,800,900,900,CHEAP,23,31,0,83,264
Uttar Pradesh,Kanpur,Rura,Ghee,Ghee,04/03/2019,28000,29000,29000,EXPENSIVE,23,54,1,83,264
Uttar Pradesh,Kanpur,Rura,Green Chilli,Green Chilly,04/03/2019,400,500,500,CHEAP,23,61,0,83,264
Uttar Pradesh,Kanpur,Rura,Green Gram (Moong)(Whole),Ankola,04/03/2019,5500,5800,5800,EXPENSIVE,23,62,1,83,264
Uttar Pradesh,Kanpur,Rura,Guava,Guava,04/03/2019,800,900,900,CHEAP,23,69,0,83,264
Uttar Pradesh,Kanpur,Rura,Jowar(Sorghum),Annigeri,04/03/2019,1300,1400,1400,MEDIUM,23,73,2,83,264
Uttar Pradesh,Kanpur,Rura,Maize,Hybrid Yellow (Cattle Feed),04/03/2019,1400,1500,1500,MEDIUM,23,89,2,83,264
Uttar Pradesh,Kanpur,Rura,Mustard,Sarson(Black),04/03/2019,3400,3800,3800,MEDIUM,23,98,2,83,264
Uttar Pradesh,Kanpur,Rura,Onion,Red,04/03/2019,800,900,900,CHEAP,23,101,0,83,264
Uttar Pradesh,Kanpur,Rura,Paddy(Dhan)(Basmati),1121,04/03/2019,1770,1775,1775,MEDIUM,23,104,2,83,264
Uttar Pradesh,Kanpur,Rura,Paddy(Dhan)(Common),Common,04/03/2019,1750,1752,1752,MEDIUM,23,105,2,83,264
Uttar Pradesh,Kanpur,Rura,Potato,Desi,04/03/2019,800,900,900,CHEAP,23,118,0,83,264
Uttar Pradesh,Kanpur,Rura,Pumpkin,Other,04/03/2019,1300,1400,1400,MEDIUM,23,119,2,83,264
Uttar Pradesh,Kanpur,Rura,Raddish,Other,04/03/2019,800,900,900,CHEAP,23,120,0,83,264
Uttar Pradesh,Kanpur,Rura,Tomato,Deshi,04/03/2019,800,900,900,CHEAP,23,147,0,83,264
Uttar Pradesh,Kanpur,Rura,Wheat,Dara,04/03/2019,1755,1800,1800,MEDIUM,23,152,2,83,264
Uttar Pradesh,Kanpur,Rura,Wood,Beete (Rose),04/03/2019,400,500,500,CHEAP,23,155,0,83,264
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Onion,Red,04/03/2019,890,900,900,CHEAP,23,101,0,90,197
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Potato,F.A.Q.,04/03/2019,430,440,440,CHEAP,23,118,0,90,197
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi,Tomato,Local,04/03/2019,840,850,850,CHEAP,23,147,0,90,197
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Khandsari,04/03/2019,3000,3200,3100,MEDIUM,23,70,2,90,303
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Other,04/03/2019,475,525,500,CHEAP,23,70,0,90,303
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Gur(Jaggery),Pathari,04/03/2019,2050,2150,2100,MEDIUM,23,70,2,90,303
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,Pumpkin,Pumpkin,04/03/2019,320,380,350,CHEAP,23,119,0,90,303
Uttar Pradesh,Khiri (Lakhimpur),Tikonia,White Pumpkin,White Pumpkin,04/03/2019,280,340,310,CHEAP,23,154,0,90,303
Uttar Pradesh,Lakhimpur,Paliakala,Apple,Kasmir/Shimla - II,04/03/2019,6390,6435,6410,EXPENSIVE,23,3,1,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6350,6410,6380,EXPENSIVE,23,6,1,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Banana,Banana - Ripe,04/03/2019,1750,1800,1785,MEDIUM,23,9,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Banana - Green,Banana - Green,04/03/2019,620,730,670,CHEAP,23,10,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Bottle gourd,Bottle Gourd,04/03/2019,1020,1080,1050,MEDIUM,23,23,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Brinjal,Brinjal,04/03/2019,930,1000,960,CHEAP,23,24,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Cabbage,Cabbage,04/03/2019,660,730,700,CHEAP,23,26,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Capsicum,Capsicum,04/03/2019,1690,1750,1720,MEDIUM,23,27,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Cauliflower,Cauliflower,04/03/2019,650,740,710,CHEAP,23,31,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Field Pea,Field Pea,04/03/2019,820,890,860,CHEAP,23,50,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Garlic,Garlic,04/03/2019,2510,2560,2540,MEDIUM,23,53,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Ginger(Green),Green Ginger,04/03/2019,3500,3600,3540,MEDIUM,23,57,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Grapes,Annabesahai,04/03/2019,4210,4260,4240,EXPENSIVE,23,59,1,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Green Chilli,Green Chilly,04/03/2019,1850,1930,1890,MEDIUM,23,61,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Gur(Jaggery),Pathari,04/03/2019,2400,2460,2430,MEDIUM,23,70,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Mustard,Sarson(Black),04/03/2019,3050,3110,3085,MEDIUM,23,98,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Mustard Oil,Mustard Oil,04/03/2019,9220,9300,9245,EXPENSIVE,23,99,1,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Onion,Red,04/03/2019,800,870,850,CHEAP,23,101,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Orange,Nagpuri,04/03/2019,1710,1790,1750,MEDIUM,23,103,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Pomegranate,Pomogranate,04/03/2019,4110,4160,4140,EXPENSIVE,23,117,1,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Potato,Potato,04/03/2019,490,530,500,CHEAP,23,118,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Pumpkin,Pumpkin,04/03/2019,1090,1150,1120,MEDIUM,23,119,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Rice,Coarse,04/03/2019,2230,2300,2250,MEDIUM,23,123,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Sugar,Chini,04/03/2019,3415,3470,3440,MEDIUM,23,134,2,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Tomato,Tomato,04/03/2019,650,730,690,CHEAP,23,147,0,100,221
Uttar Pradesh,Lakhimpur,Paliakala,Wheat,Dara,04/03/2019,1820,1860,1845,MEDIUM,23,152,2,100,221
Uttar Pradesh,Mahoba,Charkhari,Bengal Gram(Gram)(Whole),999,04/03/2019,4000,4100,4050,EXPENSIVE,23,15,1,103,52
Uttar Pradesh,Mahoba,Charkhari,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,3700,3800,3750,MEDIUM,23,20,2,103,52
Uttar Pradesh,Mahoba,Charkhari,Mustard,Big 100 Kg,04/03/2019,3400,3500,3450,MEDIUM,23,98,2,103,52
Uttar Pradesh,Mahoba,Charkhari,Wheat,147 Average,04/03/2019,1800,1850,1825,MEDIUM,23,152,2,103,52
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,5800,6500,6200,EXPENSIVE,23,6,1,107,86
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Rice,1009 Kar,04/03/2019,1800,2300,2000,MEDIUM,23,123,2,107,86
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat,Wheat,Dara,04/03/2019,1650,1800,1735,MEDIUM,23,152,2,107,86
Uttar Pradesh,Mirzapur,Mirzapur,Apple,Delicious,04/03/2019,6200,6290,6250,EXPENSIVE,23,3,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6840,6910,6875,EXPENSIVE,23,6,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,04/03/2019,5400,5470,5430,EXPENSIVE,23,14,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,4960,5060,5010,EXPENSIVE,23,15,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,6390,6470,6430,EXPENSIVE,23,21,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Bottle gourd,Bottle Gourd,04/03/2019,945,1010,980,CHEAP,23,23,0,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Brinjal,Brinjal,04/03/2019,790,850,820,CHEAP,23,24,0,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Garlic,Desi,04/03/2019,1960,2050,2000,MEDIUM,23,53,2,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Ginger(Green),Green Ginger,04/03/2019,5300,5400,5360,EXPENSIVE,23,57,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Green Chilli,Green Chilly,04/03/2019,1460,1545,1500,MEDIUM,23,61,2,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Gur(Jaggery),Red,04/03/2019,3145,3200,3170,MEDIUM,23,70,2,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Lentil (Masur)(Whole),Masoor Gola,04/03/2019,4375,4445,4410,EXPENSIVE,23,83,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Mustard,Sarson(Black),04/03/2019,4065,4120,4090,EXPENSIVE,23,98,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Mustard Oil,Mustard Oil,04/03/2019,9830,9940,9880,EXPENSIVE,23,99,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Onion,Red,04/03/2019,830,885,860,CHEAP,23,101,0,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Peas(Dry),Peas(Dry),04/03/2019,4845,4910,4880,EXPENSIVE,23,111,1,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Potato,Potato,04/03/2019,580,625,600,CHEAP,23,118,0,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Rice,Coarse,04/03/2019,2300,2345,2320,MEDIUM,23,123,2,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Tomato,Tomato,04/03/2019,475,530,500,CHEAP,23,147,0,111,196
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,Dara,04/03/2019,1925,1970,1950,MEDIUM,23,152,2,111,196
Uttar Pradesh,Muradabad,Sambhal,Apple,Delicious,04/03/2019,3900,4260,4130,EXPENSIVE,23,3,1,114,268
Uttar Pradesh,Muradabad,Sambhal,Banana - Green,Banana - Green,04/03/2019,300,420,360,CHEAP,23,10,0,114,268
Uttar Pradesh,Muradabad,Sambhal,Brinjal,Other,04/03/2019,390,520,460,CHEAP,23,24,0,114,268
Uttar Pradesh,Muradabad,Sambhal,Cabbage,Other,04/03/2019,200,470,260,CHEAP,23,26,0,114,268
Uttar Pradesh,Muradabad,Sambhal,Onion,Red,04/03/2019,470,610,530,CHEAP,23,101,0,114,268
Uttar Pradesh,Muradabad,Sambhal,Paddy(Dhan)(Common),Paddy,04/03/2019,1928,1945,1932,MEDIUM,23,105,2,114,268
Uttar Pradesh,Muradabad,Sambhal,Peas(Dry),Other,04/03/2019,360,560,400,CHEAP,23,111,0,114,268
Uttar Pradesh,Muradabad,Sambhal,Potato,Desi,04/03/2019,410,500,460,CHEAP,23,118,0,114,268
Uttar Pradesh,Muradabad,Sambhal,Tomato,Deshi,04/03/2019,360,535,450,CHEAP,23,147,0,114,268
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Apple,Delicious,04/03/2019,5800,5850,5820,EXPENSIVE,23,3,1,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Banana - Green,Banana - Green,04/03/2019,1260,1340,1310,MEDIUM,23,10,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Barley (Jau),Dara,04/03/2019,1450,1950,1940,MEDIUM,23,11,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Bottle gourd,Bottle Gourd,04/03/2019,1250,1300,1280,MEDIUM,23,23,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Brinjal,Brinjal,04/03/2019,1000,1060,1030,MEDIUM,23,24,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Carrot,Carrot,04/03/2019,600,660,630,CHEAP,23,28,0,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Cauliflower,Cauliflower,04/03/2019,650,720,700,CHEAP,23,31,0,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Garlic,Garlic,04/03/2019,2050,2100,2090,MEDIUM,23,53,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Green Chilli,Green Chilly,04/03/2019,2230,2300,2260,MEDIUM,23,61,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Gur(Jaggery),Yellow,04/03/2019,2400,2600,2510,MEDIUM,23,70,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Lemon,Lemon,04/03/2019,2620,2700,2660,MEDIUM,23,82,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Maize,Yellow,04/03/2019,1700,1950,1930,MEDIUM,23,89,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mousambi(Sweet Lime),Mousambi,04/03/2019,2560,2650,2610,MEDIUM,23,97,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mustard,Mustard,04/03/2019,4050,4130,4100,EXPENSIVE,23,98,1,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mustard Oil,Mustard Oil,04/03/2019,9230,9285,9270,EXPENSIVE,23,99,1,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Onion,Red,04/03/2019,830,920,890,CHEAP,23,101,0,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Papaya,Papaya,04/03/2019,1130,1200,1170,MEDIUM,23,106,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Potato,Desi,04/03/2019,600,650,615,CHEAP,23,118,0,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Pumpkin,Pumpkin,04/03/2019,750,830,800,CHEAP,23,119,0,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Rice,III,04/03/2019,2650,2725,2700,MEDIUM,23,123,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Tomato,Tomato,04/03/2019,1030,1100,1070,MEDIUM,23,147,2,116,202
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Wheat,Dara,04/03/2019,1750,1980,1965,MEDIUM,23,152,2,116,202
Uttar Pradesh,Muzaffarnagar,Shahpur,Apple,Apple,04/03/2019,0,0,2600,MEDIUM,23,3,2,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Bottle gourd,Bottle Gourd,04/03/2019,0,0,420,CHEAP,23,23,0,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Carrot,Carrot,04/03/2019,0,0,490,CHEAP,23,28,0,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Green Chilli,Green Chilly,04/03/2019,0,0,1005,MEDIUM,23,61,2,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Gur(Jaggery),Yellow,04/03/2019,0,0,2240,MEDIUM,23,70,2,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Onion,Onion,04/03/2019,0,0,980,CHEAP,23,101,0,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Plum,Plum,04/03/2019,0,0,570,CHEAP,23,115,0,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Pumpkin,Pumpkin,04/03/2019,0,0,400,CHEAP,23,119,0,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Raddish,Raddish,04/03/2019,0,0,330,CHEAP,23,120,0,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Rice,Common,04/03/2019,0,0,3900,MEDIUM,23,123,2,116,279
Uttar Pradesh,Muzaffarnagar,Shahpur,Wheat,Other,04/03/2019,0,0,1900,MEDIUM,23,152,2,116,279
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Ber(Zizyphus/Borehannu),Other,04/03/2019,1000,1200,1150,MEDIUM,23,16,2,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Bhindi(Ladies Finger),Bhindi,04/03/2019,1000,1200,1150,MEDIUM,23,18,2,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Brinjal,Brinjal,04/03/2019,400,500,440,CHEAP,23,24,0,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Carrot,Carrot,04/03/2019,400,500,440,CHEAP,23,28,0,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Cauliflower,Local,04/03/2019,300,400,340,CHEAP,23,31,0,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Cucumbar(Kheera),Cucumbar,04/03/2019,800,1000,900,CHEAP,23,45,0,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Green Chilli,Green Chilly,04/03/2019,1000,1200,1100,MEDIUM,23,61,2,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Green Peas,Green Peas,04/03/2019,1000,1200,1100,MEDIUM,23,64,2,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Lemon,Lemon,04/03/2019,3000,3200,3100,MEDIUM,23,82,2,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Onion,Red,04/03/2019,1000,1200,1100,MEDIUM,23,101,2,116,296
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Papaya,Papaya,04/03/2019,800,1000,900,CHEAP,23,106,0,116,296
