state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,price_category,state_encoded,commodity_encoded,label_encoded,district_encoded,market_encoded
Kerala,Malappuram,Kondotty,Cabbage,Other,04/03/2019,1200,1400,1300,MEDIUM,10,26,2,104,162
Kerala,Malappuram,Kondotty,Carrot,Other,04/03/2019,2000,2200,2100,MEDIUM,10,28,2,104,162
Kerala,Malappuram,Kondotty,Cauliflower,Other,04/03/2019,2000,2200,2100,MEDIUM,10,31,2,104,162
Kerala,Malappuram,Kondotty,Cowpea(Veg),Other,04/03/2019,3000,3200,3100,MEDIUM,10,44,2,104,162
Kerala,Malappuram,Kondotty,Cucumbar(Kheera),Other,04/03/2019,1200,1400,1300,MEDIUM,10,45,2,104,162
Kerala,Malappuram,Kondotty,Drumstick,Other,04/03/2019,6000,6200,6100,EXPENSIVE,10,46,1,104,162
Kerala,Malappuram,Kondotty,French Beans (Frasbean),Other,04/03/2019,3000,3200,3100,MEDIUM,10,52,2,104,162
Kerala,Malappuram,Kondotty,Garlic,Other,04/03/2019,7000,7200,7100,EXPENSIVE,10,53,1,104,162
Kerala,Malappuram,Kondotty,Ginger(Green),Other,04/03/2019,8800,9000,8900,EXPENSIVE,10,57,1,104,162
Kerala,Malappuram,Kondotty,Green Chilli,Other,04/03/2019,3000,3200,3100,MEDIUM,10,61,2,104,162
Kerala,Malappuram,Kondotty,Lemon,Other,04/03/2019,4000,4200,4100,EXPENSIVE,10,82,1,104,162
Kerala,Malappuram,Kondotty,Onion,Other,04/03/2019,1300,1500,1400,MEDIUM,10,101,2,104,162
Kerala,Malappuram,Kondotty,Orange,Other,04/03/2019,5800,6000,5900,EXPENSIVE,10,103,1,104,162
Kerala,Malappuram,Kondotty,Potato,Other,04/03/2019,2000,2200,2100,MEDIUM,10,118,2,104,162
Kerala,Malappuram,Kondotty,Pumpkin,Other,04/03/2019,1200,1400,1300,MEDIUM,10,119,2,104,162
Kerala,Malappuram,Kondotty,Snakeguard,Other,04/03/2019,1600,1800,1700,MEDIUM,10,129,2,104,162
Kerala,Malappuram,Kondotty,Tomato,Other,04/03/2019,1000,1200,1100,MEDIUM,10,147,2,104,162
Kerala,Thirssur,Chelakkara,Amaranthus,Other,04/03/2019,1600,1800,1700,MEDIUM,10,0,2,160,54
Kerala,Thirssur,Chelakkara,Ashgourd,Other,04/03/2019,1800,2000,1900,MEDIUM,10,7,2,160,54
Kerala,Thirssur,Chelakkara,Banana - Green,Other,04/03/2019,4200,4400,4300,EXPENSIVE,10,10,1,160,54
Kerala,Thirssur,Chelakkara,Beetroot,Other,04/03/2019,2000,2200,2100,MEDIUM,10,13,2,160,54
Kerala,Thirssur,Chelakkara,Bhindi(Ladies Finger),Other,04/03/2019,2200,2400,2300,MEDIUM,10,18,2,160,54
Kerala,Thirssur,Chelakkara,Bitter gourd,Other,04/03/2019,2600,2800,2700,MEDIUM,10,19,2,160,54
Kerala,Thirssur,Chelakkara,Brinjal,Other,04/03/2019,1600,1800,1700,MEDIUM,10,24,2,160,54
Kerala,Thirssur,Chelakkara,Cabbage,Other,04/03/2019,2000,2200,2100,MEDIUM,10,26,2,160,54
Kerala,Thirssur,Chelakkara,Carrot,Other,04/03/2019,3400,3600,3500,MEDIUM,10,28,2,160,54
Kerala,Thirssur,Chelakkara,Cauliflower,Other,04/03/2019,3500,3800,3600,MEDIUM,10,31,2,160,54
Kerala,Thirssur,Chelakkara,Coconut Seed,Other,04/03/2019,3400,3600,3500,MEDIUM,10,37,2,160,54
Kerala,Thirssur,Chelakkara,Cowpea(Veg),Other,04/03/2019,2000,2200,2100,MEDIUM,10,44,2,160,54
Kerala,Thirssur,Chelakkara,Cucumbar(Kheera),Other,04/03/2019,2200,2400,2300,MEDIUM,10,45,2,160,54
Kerala,Thirssur,Chelakkara,Drumstick,Other,04/03/2019,3000,3300,3200,MEDIUM,10,46,2,160,54
Kerala,Thirssur,Chelakkara,Duster Beans,Other,04/03/2019,3500,3800,3600,MEDIUM,10,48,2,160,54
Kerala,Thirssur,Chelakkara,Elephant Yam (Suran),Other,04/03/2019,2500,2800,2600,MEDIUM,10,49,2,160,54
Kerala,Thirssur,Chelakkara,Ginger(Green),Other,04/03/2019,8000,8400,8200,EXPENSIVE,10,57,1,160,54
Kerala,Thirssur,Chelakkara,Green Chilli,Other,04/03/2019,2000,2200,2100,MEDIUM,10,61,2,160,54
Kerala,Thirssur,Chelakkara,Mango (Raw-Ripe),Other,04/03/2019,2000,2200,2100,MEDIUM,10,91,2,160,54
Kerala,Thirssur,Chelakkara,Onion,Other,04/03/2019,1800,2000,1900,MEDIUM,10,101,2,160,54
Kerala,Thirssur,Chelakkara,Potato,Other,04/03/2019,2500,2800,2600,MEDIUM,10,118,2,160,54
Kerala,Thirssur,Chelakkara,Pumpkin,Other,04/03/2019,1600,1800,1700,MEDIUM,10,119,2,160,54
Kerala,Thirssur,Chelakkara,Snakeguard,Other,04/03/2019,1800,2000,1900,MEDIUM,10,129,2,160,54
Kerala,Thirssur,Chelakkara,Tapioca,Other,04/03/2019,2400,2600,2500,MEDIUM,10,141,2,160,54
Kerala,Thirssur,Chelakkara,Tomato,Other,04/03/2019,2000,2200,2100,MEDIUM,10,147,2,160,54
Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,04/03/2019,2200,2200,2200,MEDIUM,10,7,2,160,115
Kerala,Thirssur,Irinjalakkuda,Banana,Other,04/03/2019,6000,6000,6000,EXPENSIVE,10,9,1,160,115
Kerala,Thirssur,Irinjalakkuda,Banana - Green,Other,04/03/2019,6200,6200,6200,EXPENSIVE,10,10,1,160,115
Kerala,Thirssur,Irinjalakkuda,Beetroot,Other,04/03/2019,3000,3000,3000,MEDIUM,10,13,2,160,115
Kerala,Thirssur,Irinjalakkuda,Bhindi(Ladies Finger),Other,04/03/2019,3200,3200,3200,MEDIUM,10,18,2,160,115
Kerala,Thirssur,Irinjalakkuda,Bitter gourd,Other,04/03/2019,4000,4000,4000,MEDIUM,10,19,2,160,115
Kerala,Thirssur,Irinjalakkuda,Bottle gourd,Other,04/03/2019,2400,2400,2400,MEDIUM,10,23,2,160,115
Kerala,Thirssur,Irinjalakkuda,Brinjal,Other,04/03/2019,2500,2500,2500,MEDIUM,10,24,2,160,115
Kerala,Thirssur,Irinjalakkuda,Cabbage,Other,04/03/2019,3000,3000,3000,MEDIUM,10,26,2,160,115
Kerala,Thirssur,Irinjalakkuda,Carrot,Other,04/03/2019,3800,3800,3800,MEDIUM,10,28,2,160,115
Kerala,Thirssur,Irinjalakkuda,Cauliflower,Other,04/03/2019,2700,2700,2700,MEDIUM,10,31,2,160,115
Kerala,Thirssur,Irinjalakkuda,Coconut,Other,04/03/2019,4000,4000,4000,MEDIUM,10,35,2,160,115
Kerala,Thirssur,Irinjalakkuda,Cowpea(Veg),Other,04/03/2019,3500,3500,3500,MEDIUM,10,44,2,160,115
Kerala,Thirssur,Irinjalakkuda,Cucumbar(Kheera),Other,04/03/2019,2000,2000,2000,MEDIUM,10,45,2,160,115
Kerala,Thirssur,Irinjalakkuda,Drumstick,Other,04/03/2019,2600,2600,2600,MEDIUM,10,46,2,160,115
Kerala,Thirssur,Irinjalakkuda,Elephant Yam (Suran),Other,04/03/2019,2400,2400,2400,MEDIUM,10,49,2,160,115
Kerala,Thirssur,Irinjalakkuda,Ginger(Green),Other,04/03/2019,4000,4000,4000,MEDIUM,10,57,2,160,115
Kerala,Thirssur,Irinjalakkuda,Green Chilli,Other,04/03/2019,3500,3500,3500,MEDIUM,10,61,2,160,115
Kerala,Thirssur,Irinjalakkuda,Indian Beans (Seam),Other,04/03/2019,4000,4000,4000,MEDIUM,10,72,2,160,115
Kerala,Thirssur,Irinjalakkuda,Lemon,Other,04/03/2019,2000,2000,2000,MEDIUM,10,82,2,160,115
Kerala,Thirssur,Irinjalakkuda,Mango,Other,04/03/2019,3500,3500,3500,MEDIUM,10,90,2,160,115
Kerala,Thirssur,Irinjalakkuda,Onion,Other,04/03/2019,2500,2500,2500,MEDIUM,10,101,2,160,115
Kerala,Thirssur,Irinjalakkuda,Potato,Other,04/03/2019,2400,2400,2400,MEDIUM,10,118,2,160,115
Kerala,Thirssur,Irinjalakkuda,Pumpkin,Other,04/03/2019,3000,3000,3000,MEDIUM,10,119,2,160,115
Kerala,Thirssur,Irinjalakkuda,Tapioca,Other,04/03/2019,4000,4000,4000,MEDIUM,10,141,2,160,115
Kerala,Thirssur,Irinjalakkuda,Tomato,Other,04/03/2019,2000,2000,2000,MEDIUM,10,147,2,160,115
Kerala,Thirssur,Kodungalloor,Ashgourd,Other,04/03/2019,850,850,850,CHEAP,10,7,0,160,157
Kerala,Thirssur,Kodungalloor,Banana - Green,Other,04/03/2019,3600,3600,3600,MEDIUM,10,10,2,160,157
Kerala,Thirssur,Kodungalloor,Beetroot,Other,04/03/2019,2100,2200,2100,MEDIUM,10,13,2,160,157
Kerala,Thirssur,Kodungalloor,Bhindi(Ladies Finger),Other,04/03/2019,2300,2300,2300,MEDIUM,10,18,2,160,157
Kerala,Thirssur,Kodungalloor,Bitter gourd,Other,04/03/2019,3500,3600,3600,MEDIUM,10,19,2,160,157
Kerala,Thirssur,Kodungalloor,Brinjal,Other,04/03/2019,1500,1500,1500,MEDIUM,10,24,2,160,157
Kerala,Thirssur,Kodungalloor,Cabbage,Other,04/03/2019,2200,2200,2200,MEDIUM,10,26,2,160,157
Kerala,Thirssur,Kodungalloor,Carrot,Other,04/03/2019,2300,2300,2300,MEDIUM,10,28,2,160,157
Kerala,Thirssur,Kodungalloor,Drumstick,Other,04/03/2019,2400,2400,2400,MEDIUM,10,46,2,160,157
Kerala,Thirssur,Kodungalloor,Elephant Yam (Suran),Other,04/03/2019,1400,1400,1400,MEDIUM,10,49,2,160,157
Kerala,Thirssur,Kodungalloor,French Beans (Frasbean),Other,04/03/2019,3000,3000,3000,MEDIUM,10,52,2,160,157
Kerala,Thirssur,Kodungalloor,Ginger(Green),Other,04/03/2019,7000,7000,7000,EXPENSIVE,10,57,1,160,157
Kerala,Thirssur,Kodungalloor,Green Chilli,Other,04/03/2019,3700,3800,3800,MEDIUM,10,61,2,160,157
Kerala,Thirssur,Kodungalloor,Mango (Raw-Ripe),Other,04/03/2019,3000,3000,3000,MEDIUM,10,91,2,160,157
Kerala,Thirssur,Kodungalloor,Onion,Other,04/03/2019,950,1000,950,CHEAP,10,101,0,160,157
Kerala,Thirssur,Kodungalloor,Potato,Other,04/03/2019,1400,1400,1400,MEDIUM,10,118,2,160,157
Kerala,Thirssur,Kodungalloor,Pumpkin,Other,04/03/2019,1100,1100,1100,MEDIUM,10,119,2,160,157
Kerala,Thirssur,Kodungalloor,Sweet Potato,Other,04/03/2019,2200,2200,2200,MEDIUM,10,137,2,160,157
Kerala,Thirssur,Kodungalloor,Tapioca,Other,04/03/2019,2000,2000,2000,MEDIUM,10,141,2,160,157
Kerala,Thirssur,Kodungalloor,Tomato,Other,04/03/2019,1600,1600,1600,MEDIUM,10,147,2,160,157
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,3800,4000,3900,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,3500,3700,3600,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,04/03/2019,2500,3400,3200,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1600,1800,1700,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1300,1500,1400,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,04/03/2019,1000,1200,1100,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,2900,3200,3000,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,2600,2800,2700,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,04/03/2019,3300,3500,3400,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/03/2019,3800,4000,3900,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/03/2019,3500,3700,3600,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1700,1900,1800,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1400,1600,1500,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,04/03/2019,1000,1300,1200,MEDIUM,10,9,2,161,188
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,04/03/2019,3500,4000,3500,MEDIUM,10,0,2,161,233
Kerala,Thiruvananthapuram,Parassala,Banana,Banana - Ripe,04/03/2019,3800,4000,3800,MEDIUM,10,9,2,161,233
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,04/03/2019,1400,2000,1400,MEDIUM,10,9,2,161,233
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,04/03/2019,3500,4000,3500,MEDIUM,10,9,2,161,233
Kerala,Thiruvananthapuram,Parassala,Bitter gourd,Bitter Gourd,04/03/2019,5000,5500,5000,EXPENSIVE,10,19,1,161,233
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,04/03/2019,6000,6500,6000,EXPENSIVE,10,24,1,161,233
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,04/03/2019,3000,3700,3000,MEDIUM,10,24,2,161,233
Kerala,Thiruvananthapuram,Parassala,Colacasia,Colacasia,04/03/2019,4000,4500,4000,MEDIUM,10,38,2,161,233
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,04/03/2019,4000,5000,4000,MEDIUM,10,46,2,161,233
Kerala,Thiruvananthapuram,Parassala,Ginger(Green),Green Ginger,04/03/2019,8000,9000,8000,EXPENSIVE,10,57,1,161,233
Kerala,Thiruvananthapuram,Parassala,Pumpkin,Pumpkin,04/03/2019,1700,2000,1700,MEDIUM,10,119,2,161,233
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,04/03/2019,2600,3000,2600,MEDIUM,10,129,2,161,233
Madhya Pradesh,Anupur,Jaithari,Paddy(Dhan)(Common),Other,04/03/2019,1750,1750,1750,MEDIUM,11,105,2,10,120
Madhya Pradesh,Badwani,Sendhwa,Bhindi(Ladies Finger),Bhindi,04/03/2019,650,850,750,CHEAP,11,18,0,12,276
Madhya Pradesh,Badwani,Sendhwa,Bottle gourd,Bottle Gourd,04/03/2019,550,850,700,CHEAP,11,23,0,12,276
Madhya Pradesh,Badwani,Sendhwa,Brinjal,Brinjal,04/03/2019,500,900,700,CHEAP,11,24,0,12,276
Madhya Pradesh,Badwani,Sendhwa,Cauliflower,Cauliflower,04/03/2019,550,850,700,CHEAP,11,31,0,12,276
Madhya Pradesh,Badwani,Sendhwa,Green Chilli,Green Chilly,04/03/2019,600,1000,800,CHEAP,11,61,0,12,276
Madhya Pradesh,Badwani,Sendhwa,Spinach,Other,04/03/2019,550,850,700,CHEAP,11,131,0,12,276
Madhya Pradesh,Badwani,Sendhwa,Tomato,Tomato,04/03/2019,600,1000,800,CHEAP,11,147,0,12,276
Madhya Pradesh,Dhar,Dhar,Apple,Other,04/03/2019,2000,3000,2200,MEDIUM,11,3,2,41,77
Madhya Pradesh,Dhar,Dhar,Banana,Other,04/03/2019,1200,1200,1200,MEDIUM,11,9,2,41,77
Madhya Pradesh,Dhar,Dhar,Soyabean,Yellow,04/03/2019,3200,3200,3200,MEDIUM,11,130,2,41,77
Madhya Pradesh,Dhar,Dhar,Wheat,Lokwan,04/03/2019,2000,2000,2000,MEDIUM,11,152,2,41,77
Madhya Pradesh,Dhar,Dhar(F&V),Apple,Other,04/03/2019,2000,2000,2000,MEDIUM,11,3,2,41,78
Madhya Pradesh,Dhar,Dhar(F&V),Banana,Other,04/03/2019,800,800,800,CHEAP,11,9,0,41,78
Madhya Pradesh,Dhar,Dhar(F&V),Orange,Other,04/03/2019,800,1000,900,CHEAP,11,103,0,41,78
Madhya Pradesh,Dindori,Gorakhpur,Linseed,Other,04/03/2019,3450,3500,3475,MEDIUM,11,85,2,46,105
Madhya Pradesh,Dindori,Gorakhpur,Niger Seed (Ramtil),Other,04/03/2019,4100,4200,4150,EXPENSIVE,11,100,1,46,105
Madhya Pradesh,Dindori,Gorakhpur,Paddy(Dhan)(Common),Other,04/03/2019,1300,1350,1325,MEDIUM,11,105,2,46,105
Madhya Pradesh,Dindori,Gorakhpur,Soyabean,Local,04/03/2019,3300,3400,3350,MEDIUM,11,130,2,46,105
Madhya Pradesh,Jhabua,Thandla,Bhindi(Ladies Finger),Bhindi,04/03/2019,1900,2100,2000,MEDIUM,11,18,2,71,297
Madhya Pradesh,Jhabua,Thandla,Bitter gourd,Other,04/03/2019,1300,1600,1450,MEDIUM,11,19,2,71,297
Madhya Pradesh,Jhabua,Thandla,Bottle gourd,Bottle Gourd,04/03/2019,1600,1800,1700,MEDIUM,11,23,2,71,297
Madhya Pradesh,Jhabua,Thandla,Brinjal,Brinjal,04/03/2019,1500,1700,1600,MEDIUM,11,24,2,71,297
Madhya Pradesh,Jhabua,Thandla,Cabbage,Cabbage,04/03/2019,1300,1500,1400,MEDIUM,11,26,2,71,297
Madhya Pradesh,Jhabua,Thandla,Cauliflower,Cauliflower,04/03/2019,1400,1600,1500,MEDIUM,11,31,2,71,297
Madhya Pradesh,Jhabua,Thandla,Coriander(Leaves),Other,04/03/2019,1500,1600,1550,MEDIUM,11,40,2,71,297
Madhya Pradesh,Jhabua,Thandla,Cotton,DCH-32  (Ginned),04/03/2019,5300,5600,5400,EXPENSIVE,11,42,1,71,297
Madhya Pradesh,Jhabua,Thandla,Green Chilli,Other,04/03/2019,2100,2300,2200,MEDIUM,11,61,2,71,297
Madhya Pradesh,Jhabua,Thandla,Green Gram Dal (Moong Dal),Green Gram Dal,04/03/2019,3650,3650,3650,MEDIUM,11,63,2,71,297
Madhya Pradesh,Jhabua,Thandla,Methi(Leaves),Methi,04/03/2019,1200,1400,1300,MEDIUM,11,94,2,71,297
Madhya Pradesh,Jhabua,Thandla,Onion,Other,04/03/2019,600,700,650,CHEAP,11,101,0,71,297
Madhya Pradesh,Jhabua,Thandla,Paddy(Dhan)(Common),1001,04/03/2019,1300,1300,1300,MEDIUM,11,105,2,71,297
Madhya Pradesh,Jhabua,Thandla,Spinach,Spinach,04/03/2019,1200,1400,1300,MEDIUM,11,131,2,71,297
Madhya Pradesh,Jhabua,Thandla,Tomato,Deshi,04/03/2019,1500,1600,1550,MEDIUM,11,147,2,71,297
Madhya Pradesh,Jhabua,Thandla,Wheat,147 Average,04/03/2019,1900,1920,1915,MEDIUM,11,152,2,71,297
Madhya Pradesh,Khandwa,Pandhana(F&V),Tomato,Deshi,04/03/2019,1200,1400,1300,MEDIUM,11,147,2,88,226
Madhya Pradesh,Narsinghpur,Gadarwada,Cabbage,Cabbage,04/03/2019,700,800,750,CHEAP,11,26,0,123,93
Madhya Pradesh,Narsinghpur,Gadarwada,Coriander(Leaves),Coriander,04/03/2019,300,500,400,CHEAP,11,40,0,123,93
Madhya Pradesh,Narsinghpur,Gadarwada,Green Chilli,Green Chilly,04/03/2019,2000,2500,2250,MEDIUM,11,61,2,123,93
Madhya Pradesh,Sheopur,Sheopurkalan,Mustard,Mustard,04/03/2019,3160,3300,3250,MEDIUM,11,98,2,145,281
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Carrot,Other,04/03/2019,400,500,450,CHEAP,11,28,0,145,291
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Orange,Other,04/03/2019,1000,1200,1100,MEDIUM,11,103,2,145,291
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Potato,Other,04/03/2019,700,800,750,CHEAP,11,118,0,145,291
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Tomato,Other,04/03/2019,500,600,550,CHEAP,11,147,0,145,291
Maharashtra,Ahmednagar,Newasa(Ghodegaon),Onion,Red,04/03/2019,200,600,400,CHEAP,12,101,0,1,213
Maharashtra,Ahmednagar,Rahata,Pomegranate,Other,04/03/2019,250,7000,4000,MEDIUM,12,117,2,1,254
Maharashtra,Buldhana,Deoulgaon Raja,Cotton,Desi,04/03/2019,5100,5400,5300,EXPENSIVE,12,42,1,30,73
Maharashtra,Jalgaon,Yawal,Banana,Other,04/03/2019,490,965,910,CHEAP,12,9,0,68,324
Maharashtra,Jalgaon,Yawal,Bengal Gram(Gram)(Whole),Other,04/03/2019,4000,4500,4220,EXPENSIVE,12,15,1,68,324
Maharashtra,Jalgaon,Yawal,Cotton,Other,04/03/2019,5150,5850,5200,EXPENSIVE,12,42,1,68,324
Maharashtra,Jalgaon,Yawal,Maize,Yellow,04/03/2019,1250,1630,1350,MEDIUM,12,89,2,68,324
Maharashtra,Jalgaon,Yawal,Onion,Red,04/03/2019,410,625,510,CHEAP,12,101,0,68,324
Maharashtra,Kolhapur,Kolhapur,Apple,Other,04/03/2019,4000,11000,10000,EXPENSIVE,12,3,1,92,160
Maharashtra,Kolhapur,Kolhapur,Brinjal,Other,04/03/2019,600,3000,1800,MEDIUM,12,24,2,92,160
Maharashtra,Kolhapur,Kolhapur,Cabbage,Other,04/03/2019,800,1400,1100,MEDIUM,12,26,2,92,160
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,04/03/2019,600,1500,1050,MEDIUM,12,31,2,92,160
Maharashtra,Kolhapur,Kolhapur,Coriander(Leaves),Other,04/03/2019,1400,3500,2450,MEDIUM,12,40,2,92,160
Maharashtra,Kolhapur,Kolhapur,Green Chilli,Other,04/03/2019,2700,6500,4600,EXPENSIVE,12,61,1,92,160
Maharashtra,Kolhapur,Kolhapur,Lime,Other,04/03/2019,750,6500,3625,MEDIUM,12,84,2,92,160
Maharashtra,Kolhapur,Kolhapur,Mango,Hapus(Alphaso),04/03/2019,1000,8000,4500,EXPENSIVE,12,90,1,92,160
Maharashtra,Kolhapur,Kolhapur,Onion,Other,04/03/2019,200,750,450,CHEAP,12,101,0,92,160
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,04/03/2019,500,2200,1350,MEDIUM,12,147,2,92,160
Maharashtra,Kolhapur,Kolhapur(Malkapur),Brinjal,Other,04/03/2019,150,380,250,CHEAP,12,24,0,92,161
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cabbage,Other,04/03/2019,100,350,200,CHEAP,12,26,0,92,161
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cauliflower,Other,04/03/2019,100,300,250,CHEAP,12,31,0,92,161
Maharashtra,Kolhapur,Kolhapur(Malkapur),Tomato,Other,04/03/2019,100,300,200,CHEAP,12,147,0,92,161
Maharashtra,Nagpur,Savner,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,4725,4945,4860,EXPENSIVE,12,5,1,119,275
Maharashtra,Nagpur,Savner,Bengal Gram(Gram)(Whole),Other,04/03/2019,3745,3745,3745,MEDIUM,12,15,2,119,275
Maharashtra,Nagpur,Savner,Cotton,Other,04/03/2019,5325,5325,5325,EXPENSIVE,12,42,1,119,275
Maharashtra,Nagpur,Savner,Wheat,Other,04/03/2019,1935,2040,2000,MEDIUM,12,152,2,119,275
Maharashtra,Nanded,Bhokar,Arhar (Tur/Red Gram)(Whole),Other,04/03/2019,3800,4751,4000,MEDIUM,12,5,2,122,35
Maharashtra,Nanded,Bhokar,Bengal Gram(Gram)(Whole),Other,04/03/2019,3500,3751,3651,MEDIUM,12,15,2,122,35
Maharashtra,Nanded,Bhokar,Turmeric,Other,04/03/2019,5200,5200,5200,EXPENSIVE,12,148,1,122,35
Maharashtra,Nanded,Bhokar,Wheat,Other,04/03/2019,1800,1950,1900,MEDIUM,12,152,2,122,35
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,04/03/2019,251,441,351,CHEAP,12,101,0,124,172
Maharashtra,Pune,Pune,Apple,Other,04/03/2019,4000,14000,7800,EXPENSIVE,12,3,1,133,249
Maharashtra,Pune,Pune,Beans,Other,04/03/2019,3000,4000,3500,MEDIUM,12,12,2,133,249
Maharashtra,Pune,Pune,Beetroot,Other,04/03/2019,700,1400,1000,CHEAP,12,13,0,133,249
Maharashtra,Pune,Pune,Bhindi(Ladies Finger),Other,04/03/2019,1000,4000,2500,MEDIUM,12,18,2,133,249
Maharashtra,Pune,Pune,Bitter gourd,Other,04/03/2019,3000,5000,4000,MEDIUM,12,19,2,133,249
Maharashtra,Pune,Pune,Bottle gourd,Other,04/03/2019,1000,2000,1500,MEDIUM,12,23,2,133,249
Maharashtra,Pune,Pune,Brinjal,Other,04/03/2019,1000,2000,1500,MEDIUM,12,24,2,133,249
Maharashtra,Pune,Pune,Cabbage,Other,04/03/2019,700,1000,800,CHEAP,12,26,0,133,249
Maharashtra,Pune,Pune,Carrot,Other,04/03/2019,700,1200,1000,CHEAP,12,28,0,133,249
Maharashtra,Pune,Pune,Cauliflower,Other,04/03/2019,600,1300,1000,CHEAP,12,31,0,133,249
Maharashtra,Pune,Pune,Chikoos(Sapota),Other,04/03/2019,1000,2500,1500,MEDIUM,12,32,2,133,249
Maharashtra,Pune,Pune,Chilly Capsicum,Other,04/03/2019,2000,3500,2500,MEDIUM,12,33,2,133,249
Maharashtra,Pune,Pune,Coriander(Leaves),Other,04/03/2019,2,5,4,CHEAP,12,40,0,133,249
Maharashtra,Pune,Pune,Cucumbar(Kheera),Other,04/03/2019,1000,3000,2000,MEDIUM,12,45,2,133,249
Maharashtra,Pune,Pune,Drumstick,Other,04/03/2019,2000,4000,3000,MEDIUM,12,46,2,133,249
Maharashtra,Pune,Pune,Elephant Yam (Suran),Other,04/03/2019,1200,1500,1300,MEDIUM,12,49,2,133,249
Maharashtra,Pune,Pune,Garlic,Other,04/03/2019,800,5000,2000,MEDIUM,12,53,2,133,249
Maharashtra,Pune,Pune,Ginger(Dry),Other,04/03/2019,3500,6750,4500,EXPENSIVE,12,56,1,133,249
Maharashtra,Pune,Pune,Grapes,Other,04/03/2019,1500,6000,3000,MEDIUM,12,59,2,133,249
Maharashtra,Pune,Pune,Green Chilli,Other,04/03/2019,3000,6500,3500,MEDIUM,12,61,2,133,249
Maharashtra,Pune,Pune,Guar,Other,04/03/2019,4000,6000,5000,EXPENSIVE,12,67,1,133,249
Maharashtra,Pune,Pune,Guava,Other,04/03/2019,2000,5000,3500,MEDIUM,12,69,2,133,249
Maharashtra,Pune,Pune,Karbuja(Musk Melon),Other,04/03/2019,1500,2500,1700,MEDIUM,12,76,2,133,249
Maharashtra,Pune,Pune,Lime,Other,04/03/2019,400,3000,1000,CHEAP,12,84,0,133,249
Maharashtra,Pune,Pune,Little gourd (Kundru),Other,04/03/2019,1500,3000,2000,MEDIUM,12,86,2,133,249
Maharashtra,Pune,Pune,Mint(Pudina),Other,04/03/2019,2,3,2,CHEAP,12,95,0,133,249
Maharashtra,Pune,Pune,Onion,Local,04/03/2019,200,550,300,CHEAP,12,101,0,133,249
Maharashtra,Pune,Pune,Onion Green,Other,04/03/2019,3,6,5,CHEAP,12,102,0,133,249
Maharashtra,Pune,Pune,Orange,Other,04/03/2019,1300,5800,2900,MEDIUM,12,103,2,133,249
Maharashtra,Pune,Pune,Pear(Marasebu),Other,04/03/2019,6000,12000,8000,EXPENSIVE,12,108,1,133,249
Maharashtra,Pune,Pune,Peas Wet,Other,04/03/2019,1600,2000,1800,MEDIUM,12,109,2,133,249
